Name,Team,POS,ADP,PA,mAVG,mRBI,mR,mSB,mHR,PTS,aPOS,Dollars,PlayerId
"William Contreras","MIL","C/DH",24.790000915527344,653.24,2.980286206769315,1.9772663962990762,0.9340830258332983,-1.998615535881897,0.17627823686977892,4.069298329889571,22.822155043891748,27.891453373781314,"20503"
"Mookie Betts","LAD","SS/OF",12,684.524,3.5453416000026134,2.677690986391801,6.810949320139886,0.5224000924016328,2.487529506567892,16.043911505503825,10.158323780259837,27.20223528576366,"13611"
"Jackson Chourio","MIL","OF",17.329999923706055,672.769,1.993136972300197,0.7944668017765489,3.308583263035977,4.093233139572192,1.8980079148370388,12.087428091521955,11.45130565724698,24.538733748768934,"28806"
"Michael Harris II","ATL","OF",36.5,644.561,5.552909405957407,0.38386481201988837,2.9349672136760137,2.3978855470013833,0.8109359916120802,12.080562970266772,11.45130565724698,24.531868627513756,"25931"
"Bryce Harper","PHI","1B",21.420000076293945,661.885,3.6724161111861404,5.297664952634561,2.8743273315275273,-0.9578437562986066,3.018019331377705,13.904583970427325,8.493548985612467,23.39813295603979,"11579"
"Rafael Devers","BOS","3B",37.040000915527344,668.832,1.5665379382849052,4.497695428237565,3.490109040151293,-3.067273425779276,3.925045223541072,10.412114204435559,11.138599888427434,22.550714092862993,"17350"
"Ketel Marte","ARI","2B/DH",30.040000915527344,668.828,3.58448756623409,2.0469957845854303,4.5304239059054,-1.6653538722953316,1.3773646627324254,9.873918047162013,10.056927266314814,20.93084531347683,"13613"
"Austin Riley","ATL","3B",32.790000915527344,662.476,1.2447326908743952,5.440262996128125,1.6566533063434798,-3.5708464385323646,3.74859822539603,8.519400780209665,11.138599888427434,20.658000668637097,"18360"
"Freddie Freeman","LAD","1B",23.709999084472656,666.089,5.304359938208257,3.5543446485589816,2.9090238206407757,-0.8995447775723635,-0.0444049277110228,10.82377870212463,8.493548985612467,20.317327687737095,"5361"
"Salvador Perez","KCR","C/1B/DH",74.45999908447266,618.174,-0.3307046358483728,2.2649041353357586,-2.568990796462847,-4.0608818926120955,0.8788657119662757,-3.8168074776212815,22.822155043891748,20.005347566270466,"7304"
"Trea Turner","PHI","SS",25.25,677.458,3.540561229352558,0.6354876483449139,2.6000583228519782,2.9094121659786274,-0.8610088122176136,8.824510554310464,10.158323780259837,19.982834334570303,"16252"
"Manny Machado","SDP","3B/DH",40.5,647.916,1.4388449371033525,5.016115294299878,0.06410764835109319,-1.918731278402092,2.9267964793103585,7.5271330806625905,11.138599888427434,19.665732969090026,"11493"
"Francisco Lindor","NYM","SS",15,687.521,-0.9563524745342584,0.3842029198409485,4.183696935840358,3.13817866858313,1.7218612333459609,8.47158728307614,10.158323780259837,19.629911063335975,"12916"
"Jazz Chisholm Jr.","NYY","3B/OF",25.579999923706055,628.61,-3.1749254734441568,0.25332737409274736,1.177796171703858,6.657513030189888,2.1461829239692656,7.059894026511602,11.138599888427434,19.198493914939036,"20454"
"Jackson Merrill","SDP","OF",26.75,641.159,3.8319154799927255,3.0310735772413318,-0.6416921959091212,0.08614076021182072,0.29359240915625573,6.601030030693012,11.45130565724698,19.052335687939998,"29490"
"Yainer Diaz","HOU","C/DH",57.41999816894531,565.302,3.6221861338985413,-0.34197136272529804,-4.104671319998681,-3.6922479582732937,-1.598636090435158,-6.115340597533891,22.822155043891748,17.706814446357857,"23003"
"Teoscar Hernandez","LAD","OF",74.5,643.301,-0.8637558738917592,4.62798035526037,-0.09291825682727776,-1.6089578452471347,2.7186598771618207,4.781008256456019,11.45130565724698,17.232313913703,"13066"
"Jarren Duran","BOS","OF",22.459999084472656,687.773,0.3090244265082818,-2.4306516866304424,3.677428895026792,5.371754888654673,-2.7537368861794307,4.173819637379873,11.45130565724698,16.62512529462685,"24617"
"Willson Contreras","STL","C/DH",81.41999816894531,609.754,-2.831579076714215,-0.20531802509822147,-1.8290202886418085,-2.3171853237530993,-0.23579720797522613,-7.41889992218257,22.822155043891748,16.403255121709176,"11609"
"Luis Robert Jr.","CHW","OF",86.12999725341797,674.157,-3.913417979627564,1.0245470340850413,0.25415059981367477,4.304656812282982,2.0767535271176576,3.746689993671792,11.45130565724698,16.19799565091877,"20043"
"Kyle Schwarber","PHI","DH",73.58000183105469,692.63,-7.215239203461187,2.2581441188374747,5.937565073582073,-2.2015856945531573,7.869602461031282,6.648486755436484,8.493548985612467,16.14203574104895,"16478"
"Adley Rutschman","BAL","C/DH",69.58000183105469,620.241,-0.115598968696736,-2.7362669181021,0.15265627151213257,-3.487250279999152,-2.235243519962716,-8.421703415248572,22.822155043891748,15.400451628643175,"26288"
"Anthony Santander",,"OF/DH",104.87999725341797,653.273,-3.487766105551987,4.739053054324456,0.33171886581152626,-3.365724043595564,4.534260914068527,2.751542685056957,11.45130565724698,15.202848342303938,"14551"
"Jose Altuve","HOU","2B",64.70999908447266,694.57,1.4629249878424675,-2.1569555454051947,3.6307303876960235,1.80740948774744,-0.8721548503175828,3.8719544675631523,10.056927266314814,14.928881733877965,"5417"
"Oneil Cruz","PIT","SS/OF",44.16999816894531,639.091,-1.0942221904766287,2.2099295155697174,-0.471276732842573,1.7881324712333337,1.2715969507512026,3.704160014235053,10.158323780259837,14.862483794494887,"21711"
"Mark Vientos","NYM","3B",91.62999725341797,648.796,-2.676556325793925,4.568687371045599,-0.09564335275106237,-3.8463704971124675,4.678517780453466,2.6286349758416114,11.138599888427434,14.767234864269042,"22184"
"Corey Seager","TEX","SS",49.209999084472656,571.872,3.8749613174029975,0.04363846727084895,0.9229727117845301,-3.4189073337166254,2.1617784154789135,3.584443578220665,10.158323780259837,14.742767358480501,"13624"
"Matt Olson","ATL","1B",36.5,649.079,-2.1312900488028603,5.293485683175507,1.6461447926417836,-4.032652606961195,4.46963086336312,5.245318683416356,8.493548985612467,14.738867669028824,"14344"
"Lawrence Butler","OAK","OF",70.12999725341797,672.279,-1.7396063750265194,-1.2551706284878248,1.7825975231644369,2.188738752849882,1.227760253134525,2.2043195256344994,11.45130565724698,14.65562518288148,"22542"
"Ozzie Albies","ATL","2B",65.04000091552734,673.199,0.9253113041320229,0.8750220601055811,2.3402305231694567,-0.4488745354104927,-0.31292424503033706,3.3787651069662306,10.056927266314814,14.435692373281045,"16556"
"Pete Alonso",,"1B",56.880001068115234,649.697,-3.897442115536338,5.261145028114232,0.9497538268975859,-3.071203673953474,5.657471894706661,4.899724960228665,8.493548985612467,14.393273945841132,"19251"
"Marcell Ozuna","ATL","DH",71.54000091552734,634.987,-0.2760135549916546,4.179794899293084,0.21264037122261378,-3.8202935220960175,4.12778470639409,4.423912899822116,8.493548985612467,13.917461885434582,"10324"
"Junior Caminero","TBR","3B",100.95999908447266,642.797,0.11202150191783707,3.255572890579414,-1.2144181886717713,-2.6961752404115598,2.234955573494749,1.6919565369086698,11.138599888427434,13.830556425336104,"28163"
"Cal Raleigh","SEA","C",82.75,593.031,-7.280867448095785,0.5518466211679784,-3.0928949863180164,-3.122827373655576,2.7432524742697417,-10.201490712631657,22.822155043891748,13.62066433126009,"21534"
"Brent Rooker","OAK","DH",73.20999908447266,664.621,-3.7870165144020653,2.8512558544332194,1.6839342556318448,-1.6606751754073674,4.9018008292100115,3.9892992494656423,8.493548985612467,13.482848235078109,"19627"
"Bryan Reynolds","PIT","OF/DH",95.04000091552734,674.72,0.05010876323122752,0.15025156697360945,1.8576786143059505,-1.3863675319094118,0.11014755628075672,0.7818189688821325,11.45130565724698,13.233124626129111,"19326"
"Mike Trout","LAA","OF",139.9199981689453,574.454,-1.9209073178428433,1.5206389444198773,-0.9967524013449138,-1.4655031919376296,3.250248956263761,0.3877249895582516,11.45130565724698,12.839030646805234,"10155"
"CJ Abrams","WSN","SS",50.459999084472656,632.843,-1.3733995175165368,-3.66837026292314,0.9622556792904142,7.469331194990232,-1.7442419982974264,1.6455750955435429,10.158323780259837,12.80389887580338,"25768"
"Wyatt Langford","TEX","OF/DH",48.880001068115234,626.977,0.5742671138239892,0.15339297381738323,-1.1275450096663677,1.4082691660917188,-1.5191599097757083,-0.5107756657089848,11.45130565724698,11.940529991537998,"33333"
"Steven Kwan","CLE","OF",137.3300018310547,694.965,4.992540710949324,-4.952089692224818,2.9250624996580905,1.82038597017666,-5.358749326309063,-0.5728498377498058,11.45130565724698,11.878455819497175,"24610"
"Christian Walker","HOU","1B",102.66999816894531,646.216,-3.8465213171328716,4.511637026049001,0.16921877674517125,-2.5629205806322526,3.687366996504531,1.9587809015335782,8.493548985612467,11.452329887146044,"13419"
"Riley Greene","DET","OF/DH",119.29000091552734,654.518,1.236752369267214,0.8003002316512952,-0.15043917372183627,-2.1727949608135657,-0.7400450775458247,-1.0262266111627178,11.45130565724698,11.425079046084264,"25976"
"Vinnie Pasquantino","KCR","1B/DH",111.20999908447266,644.061,1.811651235897423,2.885894786708537,0.052497500127015984,-3.5921509746493547,0.7391078750735742,1.897000423157196,8.493548985612467,11.390549408769665,"27676"
"Brenton Doyle","COL","OF",77.20999908447266,659.882,-3.5544521622658145,-2.0528397357478596,0.0037556706875845527,4.77644425527667,-0.3875515034610259,-1.214643475510446,11.45130565724698,11.236662181736534,"25479"
"Jung Hoo Lee","SFG","OF",229.4600067138672,659.617,6.955655531271526,-4.665490885764873,1.6332250788783973,-0.09948641982790564,-5.07568467238277,-1.2517813678256269,11.45130565724698,11.199524289421355,"33824"
"James Wood","WSN","OF",54.459999084472656,621.258,-0.06262821366796946,-0.2529741084843533,-1.3246116309603913,1.6314211134404077,-1.3974468135483147,-1.4062396532206207,11.45130565724698,11.04506600402636,"29518"
"Christian Yelich","MIL","OF/DH",121.29000091552734,615.111,0.9637871657197327,-3.2730002444975295,0.5450600878536104,3.0699918970123394,-3.089685396096334,-1.7838464900081814,11.45130565724698,10.6674591672388,"11477"
"Bo Bichette","TOR","SS",145.9199981689453,640.987,3.6608923387569545,-0.7768058396065457,-0.3320969070594342,-1.1490854915941466,-2.077690729589908,-0.6747866290930797,10.158323780259837,10.483537151166756,"19612"
"Seiya Suzuki","CHC","OF/DH",89.29000091552734,625.957,-0.6350847311634454,0.5310915087853071,-1.1024673294227652,-0.08279833382091756,-0.73929571599022,-2.028554601612041,11.45130565724698,10.422751055634938,"30116"
"Alex Bregman",,"3B",142.8800048828125,664.059,-0.04524383841839509,0.8291613720477368,0.8791832393540601,-3.1378310038431274,-0.3790043961505971,-1.8537346270103228,11.138599888427434,10.284865261417112,"17678"
"Marcus Semien","TEX","2B",99.41999816894531,694.828,-1.7828866776729175,-1.8802849113237856,3.111018806903346,-0.5370558347424502,0.1825257766584281,-0.906682840177379,10.056927266314814,10.150244426137434,"12533"
"Josh Naylor","ARI","1B",99.54000091552734,622.361,1.454029009793577,2.3837169355946184,-1.0567904831463284,-1.9008268144974128,-0.22395138440221135,0.6561772633422434,8.493548985612467,10.14972624895471,"18839"
"Matt McLain","CIN","2B/SS",102.5,588.221,-0.43802100160244145,-0.09141420801348736,-1.5348598791256636,1.032835273250574,-0.4168423877776242,-1.4483022032686428,10.158323780259837,9.710021576991194,"29695"
"Luis Arraez","SDP","1B/2B/DH",198.6300048828125,691.764,10.576518384884498,-4.859249136422962,1.62300646899838,-1.5569284631390714,-7.138911567968741,-1.3555643136478948,10.056927266314814,9.70136295266692,"18568"
"Yandy Diaz","TBR","1B/DH",215.2100067138672,693.626,5.492689622090716,-2.969768887156638,3.100404328356484,-3.3239883598447415,-2.3652043602327777,-0.06586765678695712,8.493548985612467,9.427681328825509,"16578"
"Taylor Ward","LAA","OF",190.5800018310547,683.04,-2.3511202954108392,-1.2256075933742452,1.66734575902169,-1.5831925875184183,0.19517244464201294,-3.2974022726398,11.45130565724698,9.153903384607181,"17548"
"Ezequiel Tovar","COL","SS",125.25,669.709,-0.5984713464973406,-0.2979338889936767,0.02647613296042999,-0.7807636463876311,-0.44153509043686645,-2.092227839355085,10.158323780259837,9.066095940904752,"24064"
"Ian Happ","CHC","OF",135.9199981689453,678.125,-3.4200413109153587,-1.6042605339636429,1.9329676364643933,-0.32067294561385445,-0.7570401400015643,-4.169047294030026,11.45130565724698,8.282258363216954,"17919"
"Willy Adames","SFG","SS",83.66999816894531,663.872,-4.248076213412453,0.3060315356426819,0.22804925917903934,0.06708209081850335,0.1561837158678929,-3.4907296119043356,10.158323780259837,7.6675941683555,"15986"
"Adolis Garcia","TEX","OF/DH",148.7100067138672,605.212,-4.922194854552074,1.1075139855427747,-2.4937537570586366,-0.7598957301433091,1.7963883862253283,-5.271941969985917,11.45130565724698,7.179363687261063,"19287"
"Randy Arozarena","SEA","OF",133.0399932861328,651.989,-4.728522306953307,-0.40864280116168455,-1.4714689096762763,2.4657915015666916,-1.1807621507031447,-5.323604666927721,11.45130565724698,7.127700990319262,"19290"
"Matt Chapman","SFG","3B",133.6699981689453,641.682,-3.877344461321749,1.1948570793680267,-1.3894461215080707,-1.3732667046620852,0.05091557825707342,-5.394284629866806,11.138599888427434,6.744315258560631,"16505"
"Triston Casas","BOS","1B",119.41999816894531,631.14,-3.1096081526732133,1.866026783247379,-0.2862101304293677,-3.5002887860996044,2.0694057796506775,-2.9606745063041284,8.493548985612467,6.532874479308338,"22514"
"Masyn Winn","STL","SS",166.25,676.335,0.2947659800491317,-3.4319793979291657,0.9467148351117072,0.6128585677685195,-3.2354905616750425,-4.813130576674849,10.158323780259837,6.345193203584987,"27479"
"Cody Bellinger","NYY","1B/OF/DH",107.41999816894531,579.956,-1.346959852934085,-0.49954672672265815,-3.1523552598127735,-0.6297290162595719,-0.5912396055860882,-6.219830461315178,11.45130565724698,6.231475195931803,"15998"
"George Springer","TOR","OF/DH",246.6300048828125,652.192,-3.720513273321319,-3.2529727059070135,0.6236780056196107,0.4712753337190718,-0.6514221096542219,-6.5299547495438715,11.45130565724698,5.921350907703109,"12856"
"Shea Langeliers","OAK","C",126.5,503.646,-5.785748207283123,-3.0194985558504106,-6.280871345162673,-2.9363268795016046,-0.06879826710250428,-18.091243254900316,22.822155043891748,5.730911788991429,"25816"
"Luis Rengifo","LAA","2B/3B",160.4600067138672,601.808,0.2644798177916993,-3.588741591217646,-1.858422534170185,3.089050566405657,-3.2469378698151776,-5.340571611005654,10.056927266314814,5.716355655309161,"19858"
"Paul Goldschmidt","NYY","1B",183,642.002,-2.3071915113834893,1.023284479563361,-0.9718046779868916,-1.7175703665818365,0.06561107319103322,-3.907671003197823,8.493548985612467,5.585877982414644,"9218"
"Nick Castellanos","PHI","OF",179.2100067138672,622.393,-1.7593509859844603,0.9166735197835186,-2.8102667508946,-2.3558641478128797,-0.8700059178158864,-6.878814282724307,11.45130565724698,5.572491374522673,"11737"
"Will Smith","LAD","C",101.95999908447266,488.102,-1.7824655860375358,-4.614778992451692,-5.734901475804313,-3.5183805109205455,-2.74888796395067,-18.399414529164755,22.822155043891748,5.422740514726993,"19197"
"Nolan Arenado","STL","3B",227.25,637.083,-0.8216181755559507,0.8085753135755955,-2.60827176463203,-3.1291282795850135,-1.0100631179763488,-6.760506024173747,11.138599888427434,5.378093864253687,"9777"
"Anthony Volpe","NYY","SS",136.6699981689453,663.997,-4.3948919126814205,-3.7609861268185956,0.579992498697605,4.714464610439364,-2.931582501884361,-5.793003432247407,10.158323780259837,5.365320348012429,"27647"
"Byron Buxton","MIN","OF",256.0799865722656,564.758,-4.473299870145707,0.45897824636818735,-3.1922660190428456,-1.478916071132786,1.4498935181301802,-7.235610195822972,11.45130565724698,5.2156954614240085,"14161"
"Isaac Paredes","HOU","3B",203.2100067138672,620.728,-3.262094656407395,-0.5291932188300434,-0.06710482067762029,-3.599512381240388,0.3917625864852969,-7.066142490670149,11.138599888427434,5.072457397757286,"20036"
"Francisco Alvarez","NYM","C",153.5800018310547,483.716,-3.7724304578509975,-4.252057777987564,-6.476916305402365,-3.3768285861823553,-1.0984372520689532,-18.97667037949223,22.822155043891748,4.845484664399514,"26121"
"Xander Bogaerts","SDP","2B/SS",157.4600067138672,628.231,2.046059376571111,-2.2909147200783817,-2.783143749205633,0.02743632218634721,-3.4856152455925264,-6.486178016119084,10.056927266314814,4.57074925019573,"12161"
"Jurickson Profar",,"OF",234.5399932861328,666.022,-0.5815530578444944,-2.457800888692403,0.10328465101181179,-2.021323785181749,-3.0599445134918914,-8.017337594198727,11.45130565724698,4.433968063048255,"10815"
"Jake Burger","TEX","1B/3B/DH",116.66999816894531,580.408,-3.4638074847690845,0.3042639593123297,-3.086683047187276,-3.578395031670751,2.025618658116559,-7.799002946198223,11.138599888427434,4.339596942229211,"22275"
"Gabriel Moreno","ARI","C",198.1699981689453,481.09,3.332257016265858,-6.901396836473979,-6.706216232993715,-2.4756125210456297,-6.8079611852213775,-19.558929759468842,22.822155043891748,4.263225284422903,"22664"
"Zach Neto","LAA","SS",198.0399932861328,557.542,-1.672075824521442,-3.0895082740390363,-3.6992938078028827,3.006078065554641,-1.4730236446372507,-6.927823485445971,10.158323780259837,4.230500294813866,"31347"
"Royce Lewis","MIN","3B/DH",125.87999725341797,560.121,-1.286482205771139,-1.1455295378559498,-3.8542743915358892,-2.32757257819956,0.6615813691993814,-7.952277344163156,11.138599888427434,4.186322544264279,"20437"
"Alec Bohm","PHI","3B",185.2899932861328,602.154,2.876235121462071,-1.2446250883474177,-3.34423360236709,-2.7274302623645212,-3.8680499133844095,-8.308103745001368,11.138599888427434,3.8304961434260667,"21618"
"Spencer Steer","CIN","1B/OF",122.16999816894531,592.549,-3.2864637779327297,-1.8884465773334265,-2.7658474874032404,0.7510416552367469,-1.4483814714467709,-8.63809765887942,11.45130565724698,3.813207998367561,"26323"
"Lane Thomas","CLE","OF",175.25,601.172,-3.6427372262253166,-3.1569072862675776,-2.925860401613258,3.829312750520697,-2.969171659712389,-8.865363823297843,11.45130565724698,3.5859418339491365,"16939"
"Lourdes Gurriel Jr.","ARI","OF",221.8300018310547,564.065,2.40775792392373,-1.139723926979139,-4.225767145319141,-2.5231187860261812,-3.464471999767275,-8.945323934168005,11.45130565724698,3.505981723078976,"19238"
"Dylan Crews","WSN","OF",142.5399932861328,614.822,-3.043576436568682,-4.154055728107246,-1.7402337444133225,3.4605851485393107,-3.560692502311059,-9.037973262861,11.45130565724698,3.4133323943859812,"33541"
"Jeremy Pena","HOU","SS",165.6300048828125,620.792,0.5517172119071725,-2.1959428010500956,-3.623219046320854,0.7591517336482785,-3.3947928157304643,-7.903085717545965,10.158323780259837,3.255238062713872,"21636"
"Jake McCarthy","ARI","OF",228.3800048828125,566.394,1.1585216242550163,-4.614050348698079,-4.067693587709321,4.554727330422102,-6.4425716326608935,-9.411066614391176,11.45130565724698,3.0402390428558044,"21622"
"Jorge Soler","LAA","OF/DH",225.2899932861328,580.435,-4.950148711575309,-0.31723171386912064,-2.209526052274232,-3.7662991646386756,1.7222607021650431,-9.520944940192296,11.45130565724698,2.9303607170546853,"14221"
"TJ Friedl","CIN","OF",253.4600067138672,586.67,-2.2667871526127814,-4.907464809652177,-1.2243229026896942,1.244976457208424,-2.5719413914352245,-9.725539799181453,11.45130565724698,2.7257658580655297,"19522"
"Brandon Nimmo","NYM","OF",182.2899932861328,624.082,-1.868158818153422,-2.244296499307529,-0.9539326072145434,-1.844804863068278,-2.8465089908267487,-9.75770177857052,11.45130565724698,2.6936038786764613,"12927"
"Xavier Edwards","MIA","SS",160.1300048828125,621.242,4.203189320012964,-8.993330913176097,-1.3274426917293414,6.433955326066327,-9.194390293882446,-8.878019252708594,10.158323780259837,2.280304527551242,"22266"
"Bryson Stott","PHI","2B",178.2899932861328,594.953,-0.6188194782028785,-4.364307434656605,-2.9596132038035234,4.243862310401021,-5.132117985207373,-8.830995791469359,10.056927266314814,2.2259314748454546,"26294"
"Luis Garcia Jr.","WSN","2B",118.37999725341797,544.536,3.000916311788523,-3.604701136340851,-5.413803003244066,0.6780200120662561,-3.5983312362216466,-8.937899051951783,10.056927266314814,2.1190282143630306,"20391"
"Jesus Sanchez","MIA","OF",240.6699981689453,539.078,-1.1095561913249203,-2.2965790960425974,-4.836072670718222,-1.0423446869951438,-1.171914726738752,-10.456467371819635,11.45130565724698,1.9948382854273463,"19913"
"Tyler Stephenson","CIN","C",147.7100067138672,494.403,-1.400702014656745,-5.350769101443272,-6.89568337548634,-3.7774661027412506,-4.403187972627239,-21.827808566954843,22.822155043891748,1.9943464769369021,"17988"
"Gleyber Torres","DET","2B",221.25,665.788,-0.8338674966738546,-2.8735900516025428,-0.9231668140559244,-1.6339743567864429,-3.208399139328902,-9.472997858447668,10.056927266314814,1.5839294078671462,"16997"
"Carlos Correa","MIN","SS",259.5,589.441,0.9805875486263982,-3.0422181174719,-1.3696326947988227,-3.848335621199566,-2.4201870959494243,-9.699785980793315,10.158323780259837,1.4585377994665212,"14162"
"Brendan Donovan","STL","2B/OF",242.6300048828125,608.696,3.2294023275629367,-3.0182937792475197,-2.8900622779776284,-2.0628722080163104,-5.276624162084412,-10.018450099762934,10.056927266314814,1.03847716655188,"24679"
"Andrew Vaughn","CHW","1B/DH",276.4599914550781,628.816,-1.485781606189454,0.4533973273977772,-3.1706991740466135,-3.7420625226777573,-0.5484030100964199,-8.493548985612467,8.493548985612467,1,"26197"
"Andres Gimenez","TOR","2B",176.9199981689453,609.208,0.3267700316472861,-4.486822301563782,-4.1548806625768195,3.973547384961958,-5.715541718783458,-10.056927266314814,10.056927266314814,1,"19950"
"Dansby Swanson","CHC","SS",174.1300048828125,630.636,-3.3728833698349585,-1.7863230359128441,-2.837179822229937,0.245253936333423,-2.40719148861552,-10.158323780259837,10.158323780259837,1,"18314"
"Ryan McMahon","COL","3B",278.0400085449219,646.843,-4.4204892482386615,-0.963691727813149,-2.442364805826769,-1.9066598656118359,-1.405394240937019,-11.138599888427434,11.138599888427434,1,"15112"
"Cedric Mullins","BAL","OF",223.4600067138672,544.222,-3.007226977319593,-4.5556539921859915,-4.883976778079836,4.4537260208483005,-3.4581739305098624,-11.45130565724698,11.45130565724698,1,"17929"
"J.T. Realmuto","PHI","C",141.3800048828125,466.396,-2.3585311543766223,-6.433241619834964,-7.929157510717168,-1.901824994012136,-4.199399764950855,-22.822155043891748,22.822155043891748,1,"11739"
"Tyler O'Neill","BAL","OF",198.4199981689453,543.798,-5.226490233094933,-1.4186928382745903,-4.159125254393543,-2.3408292826829813,0.3792665535217955,-12.765871054924249,11.45130565724698,-0.31456539767726843,"15711"
"Jasson Dominguez","NYY","OF/DH",155.6699981689453,529.992,-2.0328614480701,-4.494564542681474,-4.881853482503122,1.4276711223752137,-2.9867664020898532,-12.968374752969334,11.45130565724698,-0.5170690957223543,"28080"
"Keibert Ruiz","WSN","C",203.25,459.626,-0.6852838203047996,-6.791307431990761,-8.955111140946297,-3.047809222717818,-4.864798504424608,-24.344310120384282,22.822155043891748,-0.5221550764925347,"19610"
"J.J. Bleday","OAK","OF",273.1300048828125,659.455,-6.723875938705942,-1.1042696840720247,-1.4853323103626463,-2.4560546875260405,-1.2450928381407904,-13.014625458807444,11.45130565724698,-0.563319801560465,"26368"
"Jordan Westburg","BAL","2B/3B",103.70999908447266,532.897,0.1173847827506756,-2.9251728935433925,-4.590708072732441,-1.8309554383693647,-2.5062111330514876,-11.73566275494601,10.056927266314814,-0.6787354886311963,"27815"
"Alec Burleson","STL","OF/DH",225.7100067138672,495.167,1.9822532095940397,-5.062038931756899,-5.0619127461480815,-2.002577018998442,-3.094083366651047,-13.23835885396043,11.45130565724698,-0.7870531967134486,"27615"
"Logan O'Hoppe","LAA","C",123.5,438.214,-3.3671329856872076,-6.651121081625899,-8.72730471787077,-3.1754492528724008,-2.7725309884003435,-24.693539026456623,22.822155043891748,-0.8713839825648744,"24729"
"Heliot Ramos","SFG","OF",205.4199981689453,572.226,-2.327567447506144,-2.5928557038996574,-4.678103078616866,-2.057881459180516,-1.6984556258954924,-13.354863315098674,11.45130565724698,-0.9035576578516946,"22515"
"Kerry Carpenter","DET","OF/DH",197.4199981689453,495.828,-1.1058946620103862,-2.3515258968107027,-5.799367088730615,-3.1897978416975854,-0.9599283511022596,-13.40651384035155,11.45130565724698,-0.9552081831045696,"25961"
"Jonathan India","KCR","2B",254.4600067138672,627.16,-1.4386501569811792,-6.051278218491263,0.03415358589317607,-0.282618076711914,-4.7053465687353055,-12.443739435026485,10.056927266314814,-1.3868121687116717,"21523"
"Colton Cowser","BAL","OF",169.25,561.771,-3.640007310992854,-3.148970312164337,-3.8832327843165912,-1.45664436733669,-1.8447117431482476,-13.97356651795872,11.45130565724698,-1.5222608607117372,"29591"
"Victor Robles","SEA","OF",205.5,584.166,-2.370648556022982,-8.800778509082358,-2.980262353253889,7.179489968449569,-7.1197170435425425,-14.091916493452203,11.45130565724698,-1.640610836205222,"18363"
